,Returns,RiskAversions,Risks
0,0.08880728301734735,13.436309404260621,0.12842771102840533
1,0.0888920828312986,13.365236948987963,0.12847706757988242
2,0.08909611404459215,13.294540437268457,0.12859617349296124
3,0.0893042344912075,13.22421788051798,0.12871817943179353
4,0.08951739273872235,13.154267300671197,0.12884367692305443
5,0.08973336740706178,13.084686730125918,0.12897138779405365
6,0.08994808340911628,13.01547421168773,0.12909890101459898
7,0.09016456636587035,12.946627798514983,0.12922801734242523
8,0.09038236199665808,12.878145554064009,0.12935847569205294
9,0.09060137598903682,12.8100255520346,0.1294902275869732
10,0.09082158562429142,12.742265876315933,0.12962326695193033
11,0.09104298416042561,12.67486462093256,0.12975759718584212
12,0.09126557056605249,12.60781988999085,0.12989322509985451
13,0.09148934679714507,12.541129797625699,0.13003015932155307
14,0.0917143166410004,12.474792467947392,0.13016840962192666
15,0.09194048492567947,12.408806034988896,0.13030798644541122
16,0.09216785713818591,12.343168642653392,0.13044890068685205
17,0.09239643923300715,12.277878444661997,0.13059116358283593
18,0.09262623737948748,12.21293360450191,0.1307347865555676
19,0.09285725788638602,12.148332295374681,0.1308797811678711
20,0.09308950716137888,12.084072700144864,0.13102615909909035
21,0.09332299167429146,12.020153011288928,0.13117393212280967
22,0.09355771795512131,11.956571430844344,0.13132311210579536
23,0.09379369257729181,11.893326170359096,0.13147371099792435
24,0.09403092215757547,11.830415450841297,0.13162574083198625
25,0.09426941335089065,11.767837502709183,0.13177921372064724
26,0.09450917285314903,11.705590565741359,0.13193414185839766
27,0.09475020754411195,11.643672889027266,0.13209053762976147
28,0.09499252417123821,11.582082730917909,0.13224841337179533
29,0.0952361294215737,11.520818358976891,0.13240778142628423
30,0.095481030150401,11.459878049931675,0.13256865431304263
31,0.0957272332538,11.399260089625146,0.13273104463414148
32,0.09597474566716377,11.338962772967317,0.1328949650728238
33,0.09622357436627813,11.278984403887462,0.13306042839422563
34,0.09647372636583257,11.219323295286308,0.13322744744427958
35,0.09672520872645723,11.159977768988686,0.13339603515499168
36,0.09697802855573427,11.100946155696226,0.1335662045453072
37,0.09723219301068897,11.04222679494047,0.1337379687228046
38,0.09748770930422349,10.983818035036126,0.1339113408886857
39,0.0977445847215974,10.925718233034651,0.13408633435026412
40,0.09800282661885194,10.86792575467801,0.1342629625195904
41,0.09826244246690846,10.81043897435269,0.13444123894713775
42,0.09852343985749959,10.753256275043993,0.13462117732604592
43,0.09878582656502055,10.696376048290583,0.13480279153912278
44,0.0990496106087411,10.639796694139179,0.13498609570582437
45,0.0993148003259279,10.583516621099585,0.13517110423728304
46,0.09958140452246952,10.527534246099943,0.13535783195030535
47,0.09984943263112234,10.471847994442186,0.1355462941857249
48,0.10011889496481478,10.416456299757714,0.1357365069993052
49,0.10038980235944342,10.361357603963365,0.1359284868829792
